unique_id,Indicator_id,Benzene_AQI646,Formald._AQI647,PM2.5_AQI365,NO2_AQI375,O3_AQI386,SO2_AQI383,TD,Measure,geo_type_name,geo_join_id,geo_place_name,Lat.,Long.,Year,time_period,start_date,Ranking_per_NYC Mean,Ranking_per_NAAQS,Ranking_Clean #1to#7_per NAAQS,Ranking_Clean #1to#7_per NYC Mean
606066,365,0,0,7.62,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2018,Summer 2018,6/1/18,C,B,5,0
168451,365,0,0,11.77,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2008,Winter 2008-09,12/1/08,D,C,4,0
168510,365,0,0,9.02,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Winter 2009-10,12/1/09,C,C,4,0
168569,365,0,0,11.65,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Winter 2010-11,12/1/10,D,C,4,0
168628,365,0,0,8.22,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Winter 2011-12,12/1/11,C,B,5,0
168687,365,0,0,9.76,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Winter 2012-13,12/1/12,C,C,4,0
213811,365,0,0,11.85,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Winter 2013-14,12/1/13,D,C,4,0
334356,365,0,0,8.51,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2014,Winter 2014-15,12/1/14,C,B,5,0
411137,365,0,0,7.49,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Winter 2015-16,12/1/15,C,B,5,0
547772,365,0,0,7.17,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2016,Winter 2016-17,12/1/16,B,B,5,0
606067,365,0,0,7.87,0,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2017,Winter 2017-18,12/1/17,C,B,5,0
165796,375,0,0,0,40.29,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2008,Winter 2008-09,12/1/08,C,A,6,0
165855,375,0,0,0,36.21,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Winter 2009-10,12/1/09,C,A,6,0
165914,375,0,0,0,43.56,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Winter 2010-11,12/1/10,D,A,6,0
165973,375,0,0,0,33.28,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Winter 2011-12,12/1/11,C,A,6,0
166032,375,0,0,0,35.98,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Winter 2012-13,12/1/12,C,A,6,0
166681,375,0,0,0,24.23,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Summer 2009,6/1/09,B,A+,7,0
166740,375,0,0,0,22.54,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Summer 2010,6/1/10,B,A+,7,0
166858,375,0,0,0,20.19,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Summer 2012,6/1/12,A,A+,7,0
166917,375,0,0,0,18.63,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Summer 2013,6/1/13,A,A+,7,0
167566,375,0,0,0,31.1,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2008,Annual Average 2009,12/1/08,C,A,6,0
167625,375,0,0,0,28.65,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Annual Average 2010,12/1/09,B,A,6,0
167684,375,0,0,0,30.63,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Annual Average 2011,12/1/10,B,A,6,0
167743,375,0,0,0,27.18,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Annual Average 2012,12/1/11,B,A,6,0
166799,375,0,0,0,22.35,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Summer 2011,6/1/11,B,A+,7,0
167802,375,0,0,0,25.89,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Annual Average 2013,12/1/12,B,A,6,0
213280,375,0,0,0,40.34,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Winter 2013-14,12/1/13,C,A,6,0
213457,375,0,0,0,17.2,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2014,Summer 2014,6/1/14,A,A+,7,0
213634,375,0,0,0,26.28,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Annual Average 2014,12/1/13,B,A,6,0
336892,375,0,0,0,25.61,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Annual Average 2015,1/1/15,B,A,6,0
336893,375,0,0,0,16.6,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Summer 2015,6/1/15,A,A+,7,0
336894,375,0,0,0,36.81,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2014,Winter 2014-15,12/1/14,C,A,6,0
412829,375,0,0,0,33.48,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Winter 2015-16,12/1/15,C,A,6,0
412830,375,0,0,0,17.41,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2016,Summer 2016,5/31/16,A,A+,7,0
412831,375,0,0,0,25.12,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Annual Average 2016,12/31/15,B,A,6,0
550162,375,0,0,0,17.37,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2017,Summer 2017,6/1/17,A,A+,7,0
550163,375,0,0,0,24.8,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2017,Annual Average 2017,1/1/17,B,A+,7,0
550164,375,0,0,0,34.61,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2016,Winter 2016-17,12/1/16,C,A,6,0
603104,375,0,0,0,24.14,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2018,Annual Average 2018,1/1/18,B,A+,7,0
603105,375,0,0,0,15.4,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2018,Summer 2018,6/1/18,A,A+,7,0
603106,375,0,0,0,35.23,0,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2017,Winter 2017-18,12/1/17,C,A,6,0
164911,383,0,0,0,0,0,5.71,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2008,Winter 2008-09,12/1/08,C,A+,7,0
164970,383,0,0,0,0,0,3.17,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Winter 2009-10,12/1/09,A,A+,7,0
165088,383,0,0,0,0,0,2.2,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Winter 2011-12,12/1/11,A,A+,7,0
165147,383,0,0,0,0,0,1.15,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Winter 2012-13,12/1/12,A+,A+,7,0
165029,383,0,0,0,0,0,4.77,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Winter 2010-11,12/1/10,B,A+,7,0
213103,383,0,0,0,0,0,2.25,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Winter 2013-14,12/1/13,A,A+,7,0
337883,383,0,0,0,0,0,0.76,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2014,Winter 2014-15,12/1/14,A+,A+,7,0
405360,383,0,0,0,0,0,0.31,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Winter 2015-16,12/1/15,A+,A+,7,0
121701,386,0,0,0,0,60.9,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,2-Year Summer Average 2009-2010,6/1/09,D,A,6,0
216622,386,0,0,0,0,68.14,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,Summer 2011,6/1/11,D,A,6,0
216620,386,0,0,0,0,53.98,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2009,Summer 2009,6/1/09,C,A,6,0
216621,386,0,0,0,0,70.36,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2010,Summer 2010,6/1/10,D,B,5,0
216623,386,0,0,0,0,67.4,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2012,Summer 2012,6/1/12,D,A,6,0
216624,386,0,0,0,0,62.56,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2013,Summer 2013,6/1/13,D,A,6,0
216625,386,0,0,0,0,63.22,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2014,Summer 2014,6/1/14,D,A,6,0
338306,386,0,0,0,0,64.94,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2015,Summer 2015,6/1/15,D,A,6,0
412128,386,0,0,0,0,70.22,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2016,Summer 2016,5/31/16,D,B,5,0
549461,386,0,0,0,0,57.48,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2017,Summer 2017,6/1/17,C,A,6,0
605364,386,0,0,0,0,60,0,0,Mean,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2018,Summer 2018,6/1/18,C,A,6,0
227625,646,1.04,0,0,0,0,0,0,Annual Average Concentration,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,2011,1/1/11,B,A+,7,0
227566,647,0,1.7,0,0,0,0,0,Annual Average Concentration,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2011,2011,1/1/11,C,B,5,0
154617,643,0,0,0,0,0,0,12.5,per kmsq,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2005,2005,1/1/05,,,,
325298,643,0,0,0,0,0,0,11.8,per kmsq,CD,502,South Beach and Willowbrook (CD2),40.59955,-74.15014,2016,2016,1/1/16,,,,
170222,365,0,0,9.67,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2008,Annual Average 2009,12/1/08,C,C,4,0
170281,365,0,0,8.75,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2009,Annual Average 2010,12/1/09,C,B,5,0
170340,365,0,0,9.33,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2010,Annual Average 2011,12/1/10,C,C,4,0
170399,365,0,0,8.33,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2011,Annual Average 2012,12/1/11,C,B,5,0
170458,365,0,0,7.84,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2012,Annual Average 2013,12/1/12,C,B,5,0
214166,365,0,0,8.22,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2013,Annual Average 2014,12/1/13,C,B,5,0
334357,365,0,0,7.29,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2015,Annual Average 2015,1/1/15,B,B,5,0
411142,365,0,0,6.62,0,0,0,0,Mean,CD,503,Tottenville and Great Kills (CD3),40.52149,-74.13153,2015,Annual Average 2016,12/31/15,B,B,5,0
